brand,model,engine_size_l,cylinders,fuel_type,transmission,name,first_name,start_city,start_country,target_city,target_country,distance_km,date
FORD,FOCUS RS AWD,2.3,4,Z,M6,Frodsam,Denny,Sahalahti,Finland,Nuijamaa,Finland,656.2403145,25-02-2014
DODGE,DART,2.4,4,,M6,McCroary,Candra,Kustavi,Finland,Saari,Finland,928.3681661,06-06-2014
CHEVROLET,EXPRESS 3500 PASSENGER,6,8,X,A6,Prator,Averyl,Kisko,Finland,Kiihtelysvaara,Finland,893.6304549,12-10-2014
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,1.6,4,Z,AS6,Stronach,Neal,Luumäki,Finland,Ekenäs,Finland,29.31670328,22-12-2014
JEEP,CHEROKEE,3.2,6,X,A9,Trank,Clarissa,Muhos,Finland,Nakkila,Finland,326.097334,28-03-2014
MERCEDES-BENZ,AMG SL 63,5.5,8,Z,AS7,Morteo,Ax,Kurikka,Finland,Hyvinge,Finland,474.9218834,15-08-2014
MERCEDES-BENZ,AMG E 63 S 4MATIC,5.5,8,Z,AS7,Gouch,Morlee,Jäppilä,Finland,Pelkosenniemi,Finland,90.60879144,29-09-2014
FORD,TRANSIT CONNECT WAGON LWB,2.5,4,X,AS6,Ubsdell,Ezechiel,Viiala,Finland,Mouhijärvi,Finland,107.0616823,14-11-2014
PORSCHE,911 CARRERA GTS CABRIOLET,3.8,6,Z,AM7,Braime,Adam,Kilo,Finland,Tuulos,Finland,12.32642223,18-01-2014
BMW,328d xDRIVE,2,4,D,AS8,Truckell,Quintana,Ruotsinpyhtää,Finland,Rovaniemi,Finland,193.027809,23-06-2014
SUBARU,FORESTER AWD,2,4,Z,AV8,Spreadbury,Halette,Pertunmaa,Finland,Renko,Finland,788.0593588,18-11-2014
MINI,COOPER S CONVERTIBLE,2,4,Z,M6,Woolard,Marillin,Noormarkku,Finland,Muhos,Finland,590.6184937,27-09-2014
JAGUAR,F-TYPE R AWD CONVERTIBLE,5,,,AS8,Birkhead,Yuri,Marttila,Finland,Inari,Finland,100.492339,21-12-2014
KIA,SORENTO,2.4,4,X,AS6,Prator,Averyl,Pirkkala,Finland,Asikkala,Finland,505.7571552,07-09-2014
BMW,X3 xDRIVE28i,2,4,Z,AS8,Goodby,Lawrence,Koukkuniemi,Finland,Ivalo,Finland,419.2274664,31-05-2014
MITSUBISHI,LANCER,2.4,4,X,AV6,Smitham,Rosita,Virojoki,Finland,Vörå,Finland,475.6244651,08-06-2014
HYUNDAI,GENESIS AWD,5,8,Z,AS8,Braime,Adam,Gumböle,Finland,Muurame,Finland,110.9983811,04-12-2014
BMW,340i xDRIVE,3,6,Z,M6,Clutram,Jaime,Kokemäki,Finland,Broby,Finland,219.5027,26-03-2014
SUBARU,WRX,2,4,Z,AV8,Rue,Allyn,Miehikkälä,Finland,Vihti,Finland,66.13642539,17-07-2014
DODGE,CHALLENGER,3.6,6,,A8,Whoolehan,Teodor,Rusko,Finland,Muurla,Finland,516.5991392,10-12-2014
AUDI,A4,2,4,Z,AV8,Boom,Theadora,Pomarkku,Finland,Vinkkilä,Finland,923.2233244,28-10-2014
PORSCHE,PANAMERA 4S,3,6,Z,AM7,Serrell,Micki,Ruovesi,Finland,Imatra,Finland,974.7242556,21-03-2014
GMC,TERRAIN,3.6,6,X,A6,Donoher,Lanita,Rymättylä,Finland,Lappajärvi,Finland,806.0225305,29-06-2014
AUDI,A3,1.8,4,X,AM6,Carnson,Algernon,Padasjoki,Finland,Vesanto,Finland,805.413443,01-01-2015
TOYOTA,TACOMA,3.5,6,X,AS6,Netherclift,Nan,Alajärvi,Finland,Ruovesi,Finland,280.606662,27-11-2014
PORSCHE,CAYMAN,2.7,6,Z,AM7,Rue,Allyn,Kylmäkoski,Finland,Ingå,Finland,754.956797,08-01-2015
FIAT,500 ABARTH HATCHBACK,1.4,4,X,M5,Ketteringham,Kellen,Kauhajoki,Finland,Leivonmäki,Finland,628.7293858,08-07-2014
JAGUAR,F-TYPE PROJECT 7 CONVERTIBLE,5,8,,AS8,Liddon,Gwenette,Haapajärvi,Finland,Vesanto,Finland,588.5006873,21-12-2014
INFINITI,QX70 AWD,3.7,6,Z,AS7,Thody,Ronda,Siuntio,Finland,Kisko,Finland,496.1369514,26-09-2014
HYUNDAI,SANTA FE,3.3,6,,AS6,Boom,Theadora,Ruokolahti,Finland,Turenki,Finland,361.5455182,26-12-2014
GMC,YUKON XL 4WD,5.3,8,,A6,Eddow,Donica,Ullava,Finland,Karstula,Finland,772.1382299,29-10-2014
BMW,328i xDRIVE,2,4,,AS8,Tubb,Reiko,Kalajoki,Finland,Särkisalo,Finland,215.0778152,23-11-2014
FORD,FUSION,1.5,4,X,AS6,Kleinstub,Jyoti,Kaarina,Finland,Hyvinge,Finland,317.5273391,15-05-2014
HONDA,CR-Z,1.5,4,X,M6,Eakins,Bili,Lapinlahti,Finland,Vampula,Finland,249.4451587,09-05-2014
CHEVROLET,CRUZE LIMITED,1.8,4,X,M6,Baddow,Harald,Leppävirta,Finland,Jyväskylä,Finland,467.673225,18-08-2014
MITSUBISHI,OUTLANDER 4WD,3,6,Z,AS6,Matushevich,Elysia,Sammatti,Finland,Polvijärvi,Finland,290.3965704,24-04-2014
PORSCHE,BOXSTER GTS,3.4,6,Z,AM7,Tume,Peggie,Eno,Finland,Yli-Ii,Finland,235.9205848,14-11-2014
NISSAN,FRONTIER 4WD,4,6,X,A5,Raison,Riki,Ulvila,Finland,Hartola,Finland,486.5054459,20-04-2014
HYUNDAI,SANTA FE AWD,3.3,6,X,AS6,McCroary,Candra,Vihanti,Finland,Auttoinen,Finland,35.67839649,13-06-2014
FORD,TAURUS FFV AWD,3.5,6,E,AS6,Yashin,Alyssa,Lemu,Finland,Sodankylä,Finland,388.2452139,25-02-2014
GMC,ACADIA AWD,3.6,6,X,A6,Swepson,Inness,Lapinjärvi,Finland,Varpaisjärvi,Finland,296.2922391,14-08-2014
ROLLS-ROYCE,PHANTOM COUPE,6.7,12,Z,AS8,Ordish,Fiann,Vimpeli,Finland,Savitaipale,Finland,334.2182421,04-01-2015
HONDA,CIVIC COUPE,2,4,X,AV,Held,Arney,Hyvinge,Finland,Ranua,Finland,850.1176025,15-09-2014
HONDA,FIT,1.5,,X,AV7,Greste,Ermanno,Sumiainen,Finland,Jyväskylä,Finland,927.6423961,28-11-2014
TOYOTA,4RUNNER 4WD (Part-Time 4WD),4,6,,AS5,Stronach,Neal,Mäntsälä,Finland,Kilo,Finland,247.4790736,28-06-2014
CHEVROLET,SILVERADO eASSIST 4WD,5.3,8,X,A8,Augustine,Rusty,Joutsa,Finland,Koukkuniemi,Finland,119.3077765,07-10-2014
INFINITI,QX60,3.5,6,Z,AV7,Clowney,Susana,Karkkila,Finland,Sotkamo,Finland,748.3271424,02-12-2014
LINCOLN,MKS AWD,3.5,6,X,AS6,De Michetti,Selina,Teeriniemi,Finland,Lammi,Finland,615.1010996,19-03-2014
AUDI,A4 ALLROAD QUATTRO,2,4,Z,AS8,Hawkwood,Meredith,Vammala,Finland,Kempele,Finland,851.2395141,27-04-2014
AUDI,A8L QUATTRO,6.3,12,Z,AS8,Heelis,Elke,Säynätsalo,Finland,Pyhäselkä,Finland,568.3109963,04-07-2014
SUBARU,IMPREZA WAGON AWD,2,,X,AV6,Storr,Lars,Jyväskylä,Finland,Alastaro,Finland,104.8039382,19-03-2014
TOYOTA,TACOMA 4WD,2.7,4,X,AS6,MacPadene,Shepherd,Replot,Finland,Töysä,Finland,724.3125246,19-04-2014
CHEVROLET,CRUZE LIMITED ECO,1.4,4,X,A6,Bodleigh,Cyril,Aura,Finland,Salla,Finland,439.8677225,17-09-2014
FORD,F-150 FFV,3.5,6,E,A6,Burchard,Pansy,Sievi,Finland,Piippola,Finland,585.0534055,20-01-2014
MERCEDES-BENZ,B 250,2,4,Z,AS7,Kittredge,Andriana,Sievi,Finland,Lapinlahti,Finland,644.2172122,29-04-2014
KIA,SORENTO AWD,3.3,6,X,AS6,Dibben,Hurleigh,Längelmäki,Finland,Savitaipale,Finland,161.052698,07-11-2014
MERCEDES-BENZ,C 450 AMG SPORT 4MATIC,3,6,Z,AS7,Dron,Egan,Kouvola,Finland,Sulkava,Finland,598.1721877,31-03-2014
JAGUAR,F-TYPE S CONVERTIBLE AWD,3,6,Z,AS8,Mainstone,Matthew,Sotkamo,Finland,Ulvila,Finland,865.4345769,16-06-2014
GMC,TERRAIN AWD,3.6,6,X,A6,Drabble,Cassius,Asikkala,Finland,Karhula,Finland,529.5897894,08-01-2015
CHEVROLET,EQUINOX,3.6,6,X,A6,Spreadbury,Halette,Oulainen,Finland,Teeriniemi,Finland,766.2572838,05-09-2014
HONDA,FIT,1.5,4,X,M6,Elsop,Gusti,Virojoki,Finland,Karhula,Finland,645.0796443,24-04-2014
HYUNDAI,VELOSTER,1.6,4,X,M6,Deme,Lee,Kempele,Finland,Kuhmo,Finland,734.1331513,15-01-2014
MAZDA,MAZDA3 4-DOOR (SIL),2,4,X,M6,Corthes,Lyman,Hollola,Finland,Turenki,Finland,140.8527224,05-12-2014
SCION,FR-S,2,4,Z,M6,Fickling,Kaia,Kiikoinen,Finland,Kokkola,Finland,873.301284,02-04-2014
PORSCHE,911 GT3,3.8,6,Z,AM7,Bloor,Rosa,Lempäälä,Finland,Ytteresse,Finland,971.1963153,17-08-2014
JEEP,PATRIOT 4X4,2.4,4,X,M5,Belhome,Sephira,Järvelä,Finland,Sahalahti,Finland,862.3897086,29-03-2014
AUDI,Q5 HYBRID QUATTRO,2,4,Z,AS8,Pavlishchev,Farleigh,Nivala,Finland,Tervakoski,Finland,34.12787579,10-03-2014
CHRYSLER,200 FFV,3.6,6,E,A9,Brasner,Elvin,Seinäjoki,Finland,Säynätsalo,Finland,968.820862,01-03-2014
CHRYSLER,200 AWD FFV,3.6,6,,A9,Brettel,Aggi,Rautavaara,Finland,Kustavi,Finland,966.5341053,04-11-2014
KIA,SORENTO AWD,3.3,6,X,AS6,McPike,Riobard,Ylämaa,Finland,Piikkiö,Finland,616.6130102,23-04-2014
CHEVROLET,EXPRESS 3500 PASSENGER,6,8,X,A6,Romaine,Kat,Oitti,Finland,Korpilahti,Finland,370.5034379,21-06-2014
HONDA,ACCORD SEDAN,3.5,6,X,A6,Clogg,Lee,Jaala,Finland,Kalvola,Finland,506.789216,14-01-2014
MAZDA,MAZDA6 (i-ELOOP),2.5,4,X,AS6,Casbourne,Livy,Otaniemi,Finland,Hollola,Finland,724.9313893,16-10-2014
FORD,F-150 4X4,2.7,6,X,AS6,Treker,Westbrooke,Dragsfjärd,Finland,Kittilä,Finland,961.8033352,18-02-2014
JEEP,PATRIOT,2,4,X,M5,McDougle,Jessamyn,Oravais,Finland,Kerava,Finland,13.6647302,02-03-2014
RAM,1500 FFV,3.6,6,X,A8,Button,Knox,Loimaa,Finland,Alahärmä,Finland,140.0966872,16-04-2014
MERCEDES-BENZ,CLS 400 4MATIC,3,6,Z,AS7,Klimmek,Boycie,Kauhava,Finland,Taavetti,Finland,436.9393179,17-10-2014
HYUNDAI,SANTA FE AWD,3.3,6,X,AS6,Frantz,Emlen,Toholampi,Finland,Längelmäki,Finland,697.23887,06-05-2014
GMC,SIERRA,6.2,,,A8,Killock,Judy,Kälviä,Finland,Hirvensalmi,Finland,119.4569376,04-05-2014
MAZDA,CX-5,2,4,X,AS6,Casterton,Amandi,Kalajoki,Finland,Kristinestad,Finland,919.4981674,11-04-2014
FORD,MUSTANG CONVERTIBLE,2.3,4,X,AS6,Standering,Dahlia,Pohja,Finland,Lovisa,Finland,610.9374563,20-08-2014
GMC,YUKON XL FFV,5.3,8,X,A6,Dami,Arman,Kihniö,Finland,Pöytyä,Finland,829.0530337,19-03-2014
TOYOTA,4RUNNER 4WD (Part-Time 4WD),4,6,,AS5,Moakes,Malvina,Varpaisjärvi,Finland,Humppila,Finland,782.1085912,22-03-2014
MERCEDES-BENZ,CLS 400 4MATIC,3,6,Z,AS7,Purviss,Bink,Valkeakoski,Finland,Sumiainen,Finland,874.2947743,16-09-2014
KIA,SORENTO,2,4,X,AS6,Iddons,Benita,Sonkajärvi,Finland,Gumböle,Finland,428.6369898,04-09-2014
MAZDA,MAZDA3 5-DOOR (i-ELOOP),2.5,4,X,AS6,Hartshorne,Kristoffer,Kinnula,Finland,Jokioinen,Finland,608.3830317,07-11-2014
FORD,MUSTANG,3.7,6,X,AS6,Nissle,Kerwinn,Keitele,Finland,Pylkönmäki,Finland,292.0728103,28-05-2014
DODGE,CHALLENGER,3.6,6,,A8,Getch,Wendell,Keuruu,Finland,Hämeenlinna,Finland,434.0872667,07-04-2014
FORD,F-150 FFV,5,8,,AS6,Youd,Sophronia,Kälviä,Finland,Vieremä,Finland,280.6613196,28-02-2014
MITSUBISHI,LANCER 4WD,2.4,4,X,AV6,Le Guin,Sapphira,Hollola,Finland,Tampere,Finland,869.4549564,13-09-2014
MERCEDES-BENZ,E 300 4MATIC,3.5,6,,AS7,Fulloway,Kriste,Toijala,Finland,Luvia,Finland,268.8599152,17-12-2014
PORSCHE,CAYENNE GTS,3.6,6,Z,A8,Kellen,Cathy,Tervola,Finland,Imatra,Finland,775.1795472,21-12-2014
TOYOTA,VENZA,3.5,6,,AS6,Jozwiak,Kristo,Uusikaupunki,Finland,Maaninka,Finland,872.8836438,22-07-2014
TOYOTA,VENZA,2.7,4,X,AS6,Senyard,Vanya,Pälkäne,Finland,Säkylä,Finland,903.9032815,14-07-2014
DODGE,CHARGER FFV,3.6,6,X,A8,Croizier,Hartley,Vesilahti,Finland,Kylmäkoski,Finland,329.9896968,28-05-2014
BMW,750i xDRIVE,4.4,8,Z,AS8,Hallford,Sioux,Mietoinen,Finland,Muonio,Finland,325.3914176,24-12-2014
JEEP,CHEROKEE TRAILHAWK 4X4,2.4,4,X,A9,Gerrell,Cathryn,Bennäs,Finland,Sahalahti,Finland,310.3945143,06-04-2014
CHEVROLET,CAMARO,3.6,6,X,AS8,Chasmor,Erik,Suodenniemi,Finland,Parola,Finland,339.4989704,09-11-2014
HYUNDAI,VELOSTER TURBO,1.6,4,X,M6,Cornell,Morry,Tyrnävä,Finland,Kangaslampi,Finland,112.5756854,13-10-2014
GMC,SIERRA,6.2,,,A8,Clineck,Barton,Karstula,Finland,Heinävesi,Finland,611.574573,02-12-2014
GMC,CANYON,3.6,,X,A6,McKennan,Elvyn,Ylöjärvi,Finland,Väståboland,Finland,664.5021703,07-01-2015
ROLLS-ROYCE,GHOST EWB,6.6,,Z,AS8,Greensted,Jere,Jäppilä,Finland,Lapinjärvi,Finland,666.7571984,17-12-2014
MERCEDES-BENZ,AMG S 65 COUPE,6,12,Z,AS7,Cornfoot,Pail,Tervo,Finland,Hämeenkoski,Finland,46.01253876,05-11-2014
CADILLAC,CTS-V,6.2,8,Z,AS8,Levick,Susanna,Renko,Finland,Kuusamo,Finland,800.0537056,08-01-2015
GMC,SIERRA 4WD,6.2,8,Z,A8,Jikylls,Manuel,Särkisalo,Finland,Ähtäri,Finland,448.2925083,10-11-2014
MINI,COOPER CLUBMAN,1.5,3,Z,AS6,Flecknoe,Anne,Kalajoki,Finland,Loppi,Finland,254.7144502,24-06-2014
TOYOTA,CAMRY HYBRID XLE/SE,2.5,4,X,AV,Eddolls,Adah,Ylikiiminki,Finland,Akaa,Finland,404.8414551,17-02-2014
SUBARU,BRZ,2,4,Z,AS6,Wooff,Pearce,Siikainen,Finland,Yli-Ii,Finland,467.199608,14-04-2014
HYUNDAI,SONATA,2.4,4,X,AS6,O'Rodane,Hubert,Mänttä,Finland,Raisio,Finland,485.3766487,22-03-2014
MERCEDES-BENZ,METRIS CARGO,2,4,Z,AS7,Harford,Heindrick,Karinainen,Finland,Kiuruvesi,Finland,12.23204093,11-10-2014
GMC,YUKON 4WD FFV,5.3,8,X,A6,Abbyss,Enrika,Virojoki,Finland,Joroinen,Finland,675.312641,15-04-2014
MINI,JOHN COOPER WORKS PACEMAN ALL4,1.6,4,Z,M6,Driutti,Raquela,Kalvola,Finland,Asikkala,Finland,791.67237,09-09-2014
BMW,428i COUPE,2,4,Z,M6,Swanne,Ashton,Kiihtelysvaara,Finland,Broby,Finland,0.04003016,31-08-2014
MINI,COOPER S 3 DOOR,2,4,Z,AS6,Falks,Irina,Marttila,Finland,Lemu,Finland,643.8505001,19-10-2014
BMW,Z4 sDRIVE28i,2,4,Z,AS8,Aldiss,Tania,Kiukainen,Finland,Hämeenkyrö,Finland,925.7686306,10-11-2014
MERCEDES-BENZ,GLE 400 4MATIC,3,6,Z,AS7,Readitt,Rufe,Lapua,Finland,Konnevesi,Finland,818.4642263,25-06-2014
AUDI,Q3 QUATTRO,2,4,Z,AS6,Woodwing,Teodoor,Ingå,Finland,Kemijärvi,Finland,608.7106053,10-06-2014
KIA,SPORTAGE,2.4,4,X,AS6,Dillingham,Irene,Parikkala,Finland,Pielavesi,Finland,595.4633068,15-01-2014
HONDA,FIT,1.5,4,X,M6,Durnan,Eduino,Parola,Finland,Kauniainen,Finland,661.1829775,09-08-2014
FORD,EXPLORER AWD,2.3,4,X,AS6,Wherry,Erie,Virojoki,Finland,Merijärvi,Finland,185.2623896,04-10-2014
KIA,SEDONA SXL,3.3,6,X,AS6,McVity,Rhodie,Mänttä,Finland,Nastola,Finland,804.2428441,25-10-2014
TOYOTA,COROLLA,1.8,4,X,M6,Testro,Rickard,Halikko,Finland,Sandsund,Finland,926.5007345,03-02-2014
NISSAN,MAXIMA,3.5,6,Z,AV7,Abbyss,Enrika,Vuolijoki,Finland,Kaarela,Finland,0.575830891,23-10-2014
SUBARU,WRX,2.5,4,Z,M6,Netherclift,Nan,Hausjärvi,Finland,Lauttasaari,Finland,592.0063588,17-09-2014
JEEP,PATRIOT 4X4 TRAIL RATED,2.4,4,X,AV,Camplin,Catha,Lumijoki,Finland,Valtimo,Finland,625.8516835,17-05-2014
CHEVROLET,TAHOE 4WD,5.3,8,X,A6,Kann,Lowe,Jaala,Finland,Kivijärvi,Finland,139.1416242,13-07-2014
BUICK,REGAL,2,4,Z,AS6,Goatcher,Ethelda,Tuulos,Finland,Nivala,Finland,80.28648721,11-06-2014
HYUNDAI,SONATA HYBRID,2,4,X,AM6,Dodworth,Cecilla,Koukkuniemi,Finland,Vuokatti,Finland,843.6207924,16-05-2014
SCION,FR-S,2,4,Z,M6,Durnan,Eduino,Jokioinen,Finland,Veteli,Finland,456.6341083,17-03-2014
JEEP,COMPASS,2.4,4,X,A6,Hardson,Drucy,Pudasjärvi,Finland,Isokyrö,Finland,364.1543042,25-04-2014
CHEVROLET,SONIC 5 RS,1.4,4,X,M6,Lude,Mark,Kauhava,Finland,Paltamo,Finland,447.0334757,17-10-2014
JAGUAR,XJR,5,8,Z,AS8,Readitt,Rufe,Korpilahti,Finland,Pihtipudas,Finland,903.178136,20-10-2014
FORD,EDGE AWD,2.7,6,X,AS6,Shiliton,Giovanni,Oulunsalo,Finland,Porvoo,Finland,323.6185204,13-05-2014
NISSAN,ALTIMA 3.5,3.5,6,X,AV7,Northin,Cirillo,Kokemäki,Finland,Punkalaidun,Finland,685.7841953,25-01-2014
HYUNDAI,ELANTRA GT,2,4,,M6,Beaver,Erastus,Nurmes,Finland,Pulkkila,Finland,156.2804135,23-05-2014
LINCOLN,MKT AWD,3.5,6,X,AS6,Palke,Annabela,Loimaa,Finland,Karinainen,Finland,598.223864,10-03-2014
MERCEDES-BENZ,E 300 4MATIC,3.5,6,,AS7,Maleham,Barnaby,Kirkkonummi,Finland,Askola,Finland,56.44126326,23-04-2014
BMW,650i xDRIVE COUPE,4.4,8,Z,AS8,Streeten,Hastings,Pudasjärvi,Finland,Yläne,Finland,988.7564217,20-03-2014
BUICK,VERANO,2,4,Z,M6,Filisov,Stanislaw,Enonkoski,Finland,Savonranta,Finland,80.72106426,21-09-2014
PORSCHE,CAYMAN,2.7,6,Z,AM7,Bartosiak,Godiva,Nokia,Finland,Pieksämäki,Finland,357.3454899,10-03-2014
MERCEDES-BENZ,E 400 CABRIOLET,3,6,Z,AS7,Cusworth,Zane,Tervo,Finland,Karttula,Finland,132.4484305,24-09-2014
JEEP,CHEROKEE 4X4,3.2,6,X,A9,Braden,Isidoro,Ranua,Finland,Muhos,Finland,748.6735756,13-01-2014
VOLVO,XC90 T5 AWD,2,4,Z,AS8,Amos,Tab,Rusko,Finland,Oulu,Finland,10.89505961,01-11-2014
FORD,EXPLORER AWD,3.5,6,X,AS6,Kinge,Angie,Hämeenkyrö,Finland,Kontiolahti,Finland,188.573491,22-10-2014
CHEVROLET,TRAVERSE,3.6,6,X,A6,McNair,Auria,Jalasjärvi,Finland,Rautalampi,Finland,768.7672098,06-02-2014
BMW,X5 M,4.4,8,Z,AS8,Boffey,Reinald,Virrat,Finland,Keminmaa,Finland,148.2131996,03-10-2014
INFINITI,Q50S RED SPORT AWD,3,6,Z,AS7,Cosh,Deva,Merikarvia,Finland,Siikainen,Finland,898.3669202,16-05-2014
BMW,650i xDRIVE CABRIOLET,4.4,8,,AS8,Shimman,Demetre,Kuhmo,Finland,Parkano,Finland,507.7820323,30-10-2014
JEEP,RENEGADE 4X4,2.4,4,X,A9,Paraman,Lacie,Lahti,Finland,Enonkoski,Finland,664.3173152,01-08-2014
KIA,RONDO,2,4,X,M6,Stenning,Annmaria,Ylikiiminki,Finland,Luumäki,Finland,786.543134,22-03-2014
VOLVO,S60 T6,2,4,Z,AS8,Gemlbett,Winifield,Kaavi,Finland,Varpaisjärvi,Finland,657.9906387,10-06-2014
JEEP,CHEROKEE,2.4,4,X,A9,Digan,Karlik,Kempele,Finland,Renko,Finland,986.4489377,17-02-2014
MERCEDES-BENZ,C 450 AMG SPORT 4MATIC,3,6,Z,AS7,Dron,Egan,Kouvola,Finland,Juuka,Finland,923.5973494,29-11-2014
CHEVROLET,SILVERADO 4WD FFV,5.3,8,E,A6,Dami,Arman,Ylämaa,Finland,Viitasaari,Finland,824.8771783,19-02-2014
KIA,SPORTAGE,2.4,4,X,M6,Tarzey,Humfrid,Korpilahti,Finland,Mäntyharju,Finland,369.1104901,09-06-2014
DODGE,DART FFV,2,4,X,A6,Cubbinelli,Megen,Lohja,Finland,Hollola,Finland,307.1017892,10-09-2014
MAZDA,CX-5 4WD,2,4,X,AS6,Zotto,Melanie,Nakkila,Finland,Jämsänkoski,Finland,864.2660239,28-07-2014
CADILLAC,ATS-V,3.6,6,,M6,McNeice,Drud,Västanfjärd,Finland,Perho,Finland,459.3151027,03-08-2014
CHEVROLET,SILVERADO 4WD FFV,4.3,6,E,A6,Fowlds,Melitta,Broby,Finland,Lammi,Finland,258.8112149,26-02-2014
MITSUBISHI,OUTLANDER,2.4,4,X,AV6,Sponton,Boycie,Pulkkila,Finland,Kajaani,Finland,225.3094185,31-01-2014
MERCEDES-BENZ,SLK 350,3.5,6,Z,AS7,Huscroft,Jeanelle,Ruotsinpyhtää,Finland,Rautjärvi,Finland,205.0518714,03-01-2015
INFINITI,Q70 AWD,3.7,6,Z,AS7,Whoolehan,Teodor,Hollola,Finland,Turku,Finland,180.9014845,09-09-2014
FORD,EDGE AWD,2,4,X,AS6,Tylor,Tiffy,Lappi,Finland,Muhos,Finland,229.347597,07-02-2014
LINCOLN,MKT AWD,3.5,6,X,AS6,Edgeson,Terrell,Iitti,Finland,Punkaharju,Finland,163.5894352,10-09-2014
MINI,COOPER S 3 DOOR,2,4,Z,AS6,Falks,Irina,Marttila,Finland,Lovisa,Finland,210.5002097,13-07-2014
TOYOTA,TUNDRA,4.6,8,X,AS6,Wall,Lurette,Kärsämäki,Finland,Rautalampi,Finland,935.673687,28-10-2014
JEEP,CHEROKEE,3.2,6,X,A9,Beecham,Godart,Teuva,Finland,Ruotsinpyhtää,Finland,825.6000413,29-07-2014
HYUNDAI,ELANTRA,2,4,X,AS6,Tummond,Dyan,Pudasjärvi,Finland,Simo,Finland,370.131888,30-10-2014
PORSCHE,PANAMERA S,3,6,Z,AM7,McDougle,Jessamyn,Kaarela,Finland,Nilsiä,Finland,723.7604842,30-12-2014
DODGE,CHARGER,3.6,6,X,A8,Lernihan,Bruis,Sysmä,Finland,Särkisalo,Finland,363.4521194,16-10-2014
KIA,FORTE 5,2,4,X,M6,Gozard,Olympie,Pyhäntä,Finland,Jämsänkoski,Finland,798.8893607,29-01-2014
MERCEDES-BENZ,METRIS CARGO,2,4,Z,AS7,Sidry,Cherry,Ylikiiminki,Finland,Puumala,Finland,519.4507309,26-11-2014
BMW,M235i CABRIOLET,3,6,Z,M6,Playdon,Brewer,Vuores,Finland,Isokyrö,Finland,215.4135331,22-02-2014
LAND ROVER,RANGE ROVER TD6 DIESEL,3,6,D,AS8,Gapper,Emery,Saari,Finland,Kaskinen,Finland,117.9822685,02-09-2014
JAGUAR,F-TYPE S CONVERTIBLE,3,6,Z,AS8,Chopping,Rebe,Keuruu,Finland,Bennäs,Finland,885.9359128,29-12-2014
AUDI,A6 QUATTRO,2,4,Z,AS8,Frantz,Emlen,Lapinlahti,Finland,Laukaa,Finland,209.2575376,10-03-2014
FORD,SHELBY GT350 MUSTANG,5.2,8,Z,M6,Habershon,Delbert,Ruotsinpyhtää,Finland,Sysmä,Finland,410.7446006,10-07-2014
CHEVROLET,SONIC RS,1.4,,X,AS6,Driutti,Raquela,Oripää,Finland,Lohtaja,Finland,463.1194445,08-03-2014
GMC,SIERRA FFV,5.3,8,X,A6,Paskin,Demott,Raisio,Finland,Kuortane,Finland,114.4858111,17-05-2014
FORD,EDGE (Start/Stop),2,4,X,AS6,Tuckie,Hayward,Leppävirta,Finland,Paltamo,Finland,704.9199328,27-12-2014
KIA,K900,5,,X,AS8,Dunford,Marla,Rauma,Finland,Kiikoinen,Finland,203.516878,22-06-2014
RAM,1500 ECODIESEL,3,,,A8,Mordanti,Gunner,Pomarkku,Finland,Vieremä,Finland,26.03029725,17-07-2014
AUDI,Q5 QUATTRO TDI (modified),3,6,D,AS8,Carnson,Algernon,Huittinen,Finland,Hyvinge,Finland,101.5954676,29-12-2014
LEXUS,GS F,5,8,Z,AS8,Morfey,Margeaux,Kaskinen,Finland,Askainen,Finland,227.3595445,24-07-2014
SUBARU,WRX,2.5,4,Z,M6,Ragot,Brittan,Pello,Finland,Koski Tl,Finland,222.949799,27-01-2014
BMW,X3 xDRIVE28d,2,4,,AS8,Abbyss,Enrika,Broby,Finland,Muhos,Finland,660.4714886,17-08-2014
RAM,1500 ECODIESEL,3,,,A8,Kirwin,Chiquia,Koski Tl,Finland,Taipalsaari,Finland,111.3355321,09-07-2014
MINI,COOPER S 5 DOOR,2,4,Z,AS6,De Ruggiero,Charline,Alavus,Finland,Muonio,Finland,190.3250052,19-07-2014
FIAT,500 HATCHBACK TURBO,1.4,4,X,A6,Hansen,Marcos,Pertteli,Finland,Iniö,Finland,972.1390604,10-08-2014
VOLKSWAGEN,JETTA HYBRID,1.4,4,Z,AM7,Burtenshaw,Annemarie,Joutseno,Finland,Kerava,Finland,738.3220315,13-08-2014
LEXUS,RC F,5,8,Z,AS8,Jopke,Biddy,Tervo,Finland,Piikkiö,Finland,473.4416802,29-10-2014
CHEVROLET,COLORADO,2.5,4,,M6,Harlock,Lesya,Ristijärvi,Finland,Luhanka,Finland,827.4336875,16-06-2014
HYUNDAI,GENESIS AWD,5,8,Z,AS8,Donald,Feodora,Västanfjärd,Finland,Velkua,Finland,108.5791961,08-03-2014
VOLKSWAGEN,GOLF,1.8,4,X,AS6,Wingate,Dagny,Mikkeli,Finland,Vaala,Finland,18.54326855,13-06-2014
CHEVROLET,IMPALA FFV,3.6,6,X,AS6,Kinchlea,Emory,Korpilahti,Finland,Kestilä,Finland,674.0229859,12-11-2014
FORD,MUSTANG,2.3,4,X,AS6,Hanby,Korie,Tampere,Finland,Lemi,Finland,257.6255254,02-05-2014
