brand,model,engine_size_l,cylinders,fuel_type,transmission,name,first_name,start_city,start_country,target_city,target_country,distance_km,date
PORSCHE,PANAMERA GTS,4.8,8,Z,AM7,Truckell,Quintana,Sodankylä,Finland,Parkano,Finland,192.692571202898,2014-12-01
MITSUBISHI,RVR,2,4,X,M5,Treeby,Kattie,Kallio,Finland,Lapua,Finland,400.74185903438,2014-04-24
FORD,FOCUS FFV,2,4,E,M5,Ambrogini,Bibby,Väståboland,Finland,Kristinestad,Finland,71.8411192437927,2014-09-14
MINI,COOPER S COUNTRYMAN ALL4,1.6,4,Z,M6,Vasilkov,Bobby,Ranua,Finland,Kannus,Finland,21.9716600042297,2015-01-08
MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,3,6,,AS7,Huddle,Hagen,Kempele,Finland,Lappeenranta,Finland,903.643097294577,2014-02-16
VOLKSWAGEN,PASSAT,1.8,4,X,AS6,Kembley,Jaquelin,Nilsiä,Finland,Tampere,Finland,543.031402234941,2014-03-14
BMW,435i COUPE,3,6,Z,M6,Ruggiero,Nadeen,Ristinummi,Finland,Loimaa,Finland,267.82636141423,2014-05-25
BMW,M3,3,6,Z,AM7,Charley,Donielle,Nakkila,Finland,Jurva,Finland,499.514398782839,2014-12-18
FORD,FUSION,2.5,4,X,AS6,Waszczyk,Camile,Ylitornio,Finland,Valkeakoski,Finland,467.312390267054,2014-10-12
GMC,YUKON FFV,5.3,8,X,A6,Gilyatt,Miof mela,Vihti,Finland,Virrat,Finland,807.371482533224,2014-02-25
FORD,F-150 4X4 (Payload Pkg),2.7,6,X,AS6,Craisford,Melvin,Viiala,Finland,Korpilahti,Finland,401.083973572007,2014-09-19
CADILLAC,SRX,3.6,6,X,AS6,Kesper,Hermine,Köyliö,Finland,Sammatti,Finland,266.720478542627,2014-10-31
KIA,SPORTAGE,2.4,4,X,AS6,Lockey,Moyra,Heinävesi,Finland,Merikarvia,Finland,148.603738167537,2014-11-01
CHEVROLET,EQUINOX,3.6,6,X,A6,Leander,Rube,Piikkiö,Finland,Sonkajärvi,Finland,601.480132866055,2014-10-27
MAZDA,CX-3,2,4,X,AS6,Dockery,Ephraim,Rautalampi,Finland,Vampula,Finland,201.961013146878,2014-03-23
ACURA,ILX,2.4,,Z,AM8,Pilling,Alasdair,Kokemäki,Finland,Tuusniemi,Finland,478.504792628133,2014-07-26
MITSUBISHI,OUTLANDER 4WD,3,6,Z,AS6,Sea,Roth,Kristinestad,Finland,Hauho,Finland,942.382161503886,2014-12-12
FORD,TRANSIT CONNECT WAGON LWB FFV,2.5,4,X,AS6,McCarl,Anette,Puumala,Finland,Kaavi,Finland,415.264119849038,2014-08-08
BUICK,LACROSSE FFV,3.6,6,X,AS6,Thurley,Felizio,Karkkila,Finland,Kerimäki,Finland,171.062756142469,2014-10-17
ASTON MARTIN,VANTAGE GT,4.7,8,Z,AM7,Dowglass,Ford,Merikarvia,Finland,Karvia,Finland,909.54948051149,2014-02-15
CHEVROLET,SILVERADO 4WD,5.3,8,X,A6,Kobu,Hailey,Punkalaidun,Finland,Lahti,Finland,854.492328590339,2014-06-09
KIA,SORENTO AWD,3.3,6,X,AS6,Jobling,Ottilie,Tuusniemi,Finland,Valtimo,Finland,219.000319823987,2014-05-09
TOYOTA,COROLLA,1.8,4,X,A4,Dohmann,Angel,Suomussalmi,Finland,Kannonkoski,Finland,154.106468502455,2014-01-26
FORD,MUSTANG,2.3,4,X,AS6,Keatley,Vergil,Teuva,Finland,Hämeenkyrö,Finland,277.592969199834,2014-06-13
JEEP,GRAND CHEROKEE SRT 4X4 (MDS),6.4,8,Z,A8,Shout,Allsun,Punkalaidun,Finland,Turenki,Finland,408.543621414523,2014-07-14
PORSCHE,MACAN S,3,6,Z,A7,Kike,Spike,Kuhmalahti,Finland,Ristijärvi,Finland,870.427944596795,2014-05-10
HONDA,CIVIC COUPE,2,4,X,AV,Polsin,Viola,Miehikkälä,Finland,Rauma,Finland,679.98131668363,2014-03-25
MERCEDES-BENZ,AMG SL 65,6,12,Z,AS7,Checci,Sheilakathryn,Enontekiö,Finland,Utsjoki,Finland,532.883439658153,2014-01-21
AUDI,S8 QUATTRO,4,8,Z,AS8,Priestley,Devonne,Malax,Finland,Piippola,Finland,940.806187856424,2014-07-11
FORD,TRANSIT CONNECT VAN,2.5,4,X,AS6,Mangion,Cheryl,Jämsänkoski,Finland,Lapinjärvi,Finland,318.783433348283,2014-03-16
FIAT,500X AWD,2.4,4,X,A9,Dockery,Ephraim,Espoo,Finland,Imatra,Finland,208.336906220644,2014-09-23
FORD,TRANSIT CONNECT WAGON FFV,2.5,4,X,AS6,Woolard,Marillin,Aura,Finland,Ranua,Finland,718.587644227217,2014-06-29
BMW,X4 M40i,3,6,Z,AS8,Heggman,Flossi,Aura,Finland,Tohmajärvi,Finland,132.650591724783,2014-09-14
FORD,TRANSIT CONNECT WAGON LWB,2.5,4,X,AS6,Pool,Lonny,Siilinjärvi,Finland,Tuusula,Finland,873.595746390034,2014-10-22
BMW,X4 xDRIVE28i,2,4,Z,AS8,Testro,Rickard,Joutsa,Finland,Hausjärvi,Finland,524.610003717605,2014-11-04
CADILLAC,ATS,3.6,6,X,AS8,Izhakov,Sergei,Keminmaa,Finland,Hankasalmi,Finland,636.420640908742,2014-11-29
NISSAN,PATHFINDER 4WD,3.5,6,X,AV,Prator,Averyl,Lieksa,Finland,Mouhijärvi,Finland,309.496295367381,2014-03-02
DODGE,CHARGER,3.6,6,X,A5,Boom,Theadora,Sauvo,Finland,Piikkiö,Finland,355.975110157896,2014-09-21
ALFA ROMEO,4C,1.8,4,Z,AM6,Carillo,Aila,Karstula,Finland,Sodankylä,Finland,474.840068258352,2014-12-15
KIA,RONDO,2,4,X,M6,Abrahmson,Issie,Luvia,Finland,Kisko,Finland,76.0730760638531,2014-04-08
DODGE,CHARGER,3.6,6,X,A8,Monckton,Darnell,Suodenniemi,Finland,Muurla,Finland,620.687243058953,2014-12-16
MERCEDES-BENZ,E 400 CABRIOLET,3,6,Z,AS7,Held,Arney,Artjärvi,Finland,Kuusamo,Finland,239.118283587825,2014-08-13
BMW,Z4 sDRIVE28i,2,4,,M6,Drabble,Cassius,Vihti,Finland,Broby,Finland,712.060155046672,2014-10-19
PORSCHE,911 CARRERA CABRIOLET,3.4,6,Z,AM7,Diamond,Man,Pyhtää,Finland,Polvijärvi,Finland,464.958355190127,2014-11-03
NISSAN,FRONTIER,2.5,4,X,A5,Clare,Nollie,Karvia,Finland,Hailuoto,Finland,525.417951025904,2014-12-20
CADILLAC,CT6 AWD,3.6,6,,AS8,Aronsohn,Salvador,Haukivuori,Finland,Lohtaja,Finland,385.18781947397,2014-07-30
VOLKSWAGEN,GOLF,1.8,4,X,M5,Dignon,Margaret,Paltamo,Finland,Mietoinen,Finland,34.8884563019105,2014-02-21
AUDI,TTS COUPE QUATTRO,2,4,Z,AM6,Fullerd,Pietro,Kangasniemi,Finland,Savonlinna,Finland,465.126621104481,2014-06-23
VOLVO,V60 POLESTAR,3,6,X,AS6,Clogg,Lee,Tuupovaara,Finland,Kauhava,Finland,388.361162865113,2014-04-27
PORSCHE,911 CARRERA 4 GTS,3.8,6,Z,AM7,Halcro,Joly,Heinola,Finland,Kaarela,Finland,738.215998811327,2015-01-01
TOYOTA,TACOMA 4WD,3.5,6,,AS6,Cloake,Felix,Toholampi,Finland,Punkalaidun,Finland,19.8032613469046,2014-05-29
VOLKSWAGEN,TOUAREG,3.6,6,X,AS8,O'Canavan,Axel,Juuka,Finland,Leivonmäki,Finland,105.438916114672,2014-08-13
LEXUS,IS 200t,2,4,Z,AS8,Yearne,Muffin,Lohja,Finland,Kangaslampi,Finland,944.067327559996,2014-07-20
RAM,1500 ECODIESEL HFE,3,6,D,A8,Netherclift,Nan,Oripää,Finland,Pelkosenniemi,Finland,604.25413905395,2014-10-16
FORD,MUSTANG CONVERTIBLE,2.3,4,X,AS6,Fain,Petra,Parkano,Finland,Leppävirta,Finland,694.900402073255,2014-10-13
TOYOTA,TUNDRA 4WD,4.6,8,X,AS6,Harford,Heindrick,Kittilä,Finland,Kerava,Finland,161.797660710427,2014-04-26
BMW,X3 xDRIVE28i,2,4,Z,AS8,Belhome,Sephira,Kangaslampi,Finland,Rautjärvi,Finland,808.777287629443,2014-10-04
CHEVROLET,EQUINOX AWD FFV,2.4,4,E,A6,Tummond,Dyan,Kortesjärvi,Finland,Piippola,Finland,828.278174918623,2014-07-07
DODGE,DART GT,2.4,4,X,M6,Kerne,Jenifer,Vesilahti,Finland,Siilinjärvi,Finland,121.192366619621,2014-09-07
VOLVO,V60 POLESTAR,3,6,X,AS6,Clogg,Lee,Tuupovaara,Finland,Kaarela,Finland,787.572232058857,2014-06-26
MERCEDES-BENZ,S 550 4MATIC LWB,4.7,8,Z,AS7,Quilligan,Gilli,Anjala,Finland,Väståboland,Finland,61.2940883593502,2014-08-16
AUDI,A3 CABRIOLET QUATTRO,2,4,X,AM6,Mateo,Tally,Siilinjärvi,Finland,Ulvila,Finland,661.124484779862,2014-02-17
CADILLAC,CTS,2,,Z,AS8,Hinstock,Lucie,Pudasjärvi,Finland,Parola,Finland,900.339946876027,2014-07-19
FIAT,500X,1.4,4,X,M6,Shailer,Frans,Karinainen,Finland,Sotkamo,Finland,115.90869111442,2014-05-02
VOLVO,S60 INSCRIPTION T5 AWD,2.5,5,X,AS6,Trelease,Leslie,Nuijamaa,Finland,Kiiminki,Finland,595.332889619033,2014-03-24
HONDA,CR-Z,1.5,4,X,AV7,Dutteridge,Sissie,Reisjärvi,Finland,Mikkeli,Finland,373.897013736396,2014-06-23
FORD,F-150 FFV (Payload Pkg),5,8,,AS6,Carlyon,Cynthea,Punkalaidun,Finland,Halikko,Finland,848.07212980126,2014-09-25
VOLKSWAGEN,PASSAT,1.8,4,X,M6,Giacomoni,Welbie,Alastaro,Finland,Tornio,Finland,624.315076405256,2014-02-17
KIA,OPTIMA,2,4,X,AS6,Duferie,Jocelin,Askola,Finland,Gumböle,Finland,493.056889529868,2014-08-18
GMC,TERRAIN AWD,3.6,6,X,A6,Gommes,Tildi,Kankaanpää,Finland,Leppävirta,Finland,110.497444437055,2014-02-02
CADILLAC,ATS,2,4,Z,M6,Want,Abrahan,Mynämäki,Finland,Pori,Finland,554.382469337845,2014-04-15
BMW,X4 xDRIVE28i,2,4,Z,AS8,Testro,Rickard,Joutsa,Finland,Mouhijärvi,Finland,622.970553175509,2014-08-12
MERCEDES-BENZ,E 400 CABRIOLET,3,6,Z,AS7,Ballentime,Bria,Somero,Finland,Myrskylä,Finland,440.809332722594,2014-11-27
LINCOLN,MKT LIVERY AWD,3.7,6,X,A6,Regenhardt,Yovonnda,Pori,Finland,Valtimo,Finland,317.09549072664,2014-05-23
TOYOTA,COROLLA LE ECO (1-mode),1.8,,X,AV,Standering,Dahlia,Kuopio,Finland,Kivijärvi,Finland,186.189458986767,2014-08-30
CHRYSLER,300 FFV,3.6,6,E,A8,Kean,Berni,Ivalo,Finland,Taipalsaari,Finland,709.552667237265,2014-08-27
JEEP,GRAND CHEROKEE SRT 4X4 (MDS),6.4,8,Z,A8,Shout,Allsun,Kitee,Finland,Valkeakoski,Finland,438.709699894787,2014-08-08
HONDA,HR-V,1.8,4,X,M6,Bardey,Stinky,Humppila,Finland,Pello,Finland,302.954391252325,2014-09-25
PORSCHE,PANAMERA 4S EXECUTIVE,3,6,Z,AM7,Milne,Carolann,Kankaanpää,Finland,Kangaslampi,Finland,660.587171631654,2014-08-04
BUICK,LACROSSE FFV,3.6,6,X,AS6,Hartell,Yorke,Suonenjoki,Finland,Gumböle,Finland,494.950217446263,2014-07-23
AUDI,RS 7 QUATTRO,4,8,,AS8,Aldren,Selene,Tampere,Finland,Tyrnävä,Finland,605.778571131353,2014-10-15
TOYOTA,RAV4 HYBRID AWD,2.5,4,X,AV6,Cheng,Margalo,Vihti,Finland,Hyvinge,Finland,54.6109749788535,2014-01-23
HONDA,ACCORD COUPE,3.5,6,X,AS6,Yeudall,Katrinka,Nagu,Finland,Hämeenkyrö,Finland,905.481531108585,2014-05-22
CHEVROLET,COLORADO 4WD,2.8,4,D,A6,Searsby,Meghann,Kalajoki,Finland,Kälviä,Finland,521.008378734454,2014-02-02
FORD,FLEX AWD,3.5,6,X,AS6,Clewarth,Chrissy,Taivassalo,Finland,Lestijärvi,Finland,741.196463234445,2014-03-02
CHEVROLET,SPARK,1.4,4,,M5,Buchan,Elyssa,Tuusula,Finland,Vaala,Finland,76.7534936588952,2014-08-04
PORSCHE,911 CARRERA S,3.8,6,Z,AM7,Killock,Judy,Oravais,Finland,Iniö,Finland,903.110398651002,2014-12-31
CHRYSLER,200 AWD FFV,3.6,6,E,A9,Erb,Bertie,Pedersöre,Finland,Lieto,Finland,428.577923037057,2014-06-09
CADILLAC,ATS AWD,3.6,6,X,AS8,Chrystal,Boyce,Lahti,Finland,Luumäki,Finland,326.818580420181,2014-10-18
TOYOTA,TUNDRA 4WD,4.6,8,X,AS6,Van Leijs,Bard,Korpilahti,Finland,Ii,Finland,585.19226744701,2014-03-05
BUICK,ENVISION AWD,2,4,Z,A6,Belch,Gerrie,Leivonmäki,Finland,Puolanka,Finland,647.71355464503,2014-02-28
MERCEDES-BENZ,CLA 250 4MATIC FFV,2,4,Z,AS7,Konke,Trueman,Haapajärvi,Finland,Rauma,Finland,112.957655518276,2014-08-29
DODGE,DART TURBO AERO,1.4,4,,AM6,Larn,Laurie,Rusko,Finland,Oitti,Finland,582.910567236468,2014-08-11
ASTON MARTIN,V8 VANTAGE S,4.7,,Z,M6,Frodsam,Denny,Nuijamaa,Finland,Pargas,Finland,71.4991014229263,2014-04-27
LEXUS,GS 450h,3.5,6,Z,AV8,Langthorn,Son,Tyrnävä,Finland,Parikkala,Finland,530.923599636232,2014-05-15
BMW,M6,4.4,8,Z,AM7,Dani,Dorie,Sammatti,Finland,Kälviä,Finland,95.3613241065234,2014-10-16
DODGE,JOURNEY FFV,3.6,6,E,A6,Aldie,Melodie,Turenki,Finland,Karijoki,Finland,743.884066573642,2014-07-26
NISSAN,VERSA,1.6,4,X,AV,Johnston,Cindra,Mellilä,Finland,Närpes,Finland,41.6180719773784,2014-05-11
VOLVO,S60 T5 AWD,2.5,5,X,AS6,Moyles,Donna,Kestilä,Finland,Kitee,Finland,120.38742767924,2014-10-19
DODGE,DART TURBO AERO,1.4,4,X,M6,Purple,Ewan,Myrskylä,Finland,Kaavi,Finland,746.835212742614,2014-09-23
FORD,F-150 4X4 (Payload Pkg),3.5,6,,AS6,Ferrero,Julee,Sandsund,Finland,Luvia,Finland,137.257571430638,2014-05-06
JAGUAR,F-TYPE S CONVERTIBLE,3,6,Z,AS8,Belitz,Alistair,Masku,Finland,Siikajoki,Finland,504.298408234444,2014-05-03
INFINITI,Q50 AWD,3,6,Z,AS7,Klessmann,Roseanne,Kesälahti,Finland,Lemi,Finland,127.545558178333,2014-10-03
MITSUBISHI,LANCER SPORTBACK,2,4,X,M5,Berggren,Sully,Raahe,Finland,Kuortane,Finland,506.809006918179,2014-06-04
GMC,CANYON 4WD,2.5,4,X,A6,Twydell,Reynolds,Kållby,Finland,Juuka,Finland,625.948026936296,2014-04-05
JAGUAR,F-TYPE R AWD CONVERTIBLE,5,,,AS8,Braime,Adam,Askola,Finland,Perho,Finland,234.432311829913,2014-12-24
JEEP,RENEGADE 4X4,1.4,4,,M6,Samudio,Bernard,Toivakka,Finland,Enontekiö,Finland,831.438136536665,2014-04-23
FORD,TRANSIT CONNECT VAN FFV,2.5,4,X,AS6,Pennycuick,Isabelle,Vihanti,Finland,Juankoski,Finland,701.534732611947,2014-04-03
MINI,COOPER S 3 DOOR,2,4,Z,M6,Priestner,Desmund,Ekenäs,Finland,Keuruu,Finland,248.524131999471,2014-01-17
FIAT,500 HATCHBACK TURBO,1.4,4,X,M5,Giacomoni,Welbie,Kaskinen,Finland,Kannus,Finland,422.477644646996,2014-11-04
VOLKSWAGEN,JETTA,1.4,4,X,AS6,Cuxon,Chantal,Toivakka,Finland,Kankaanpää,Finland,854.473468365587,2014-05-30
CHEVROLET,CAMARO,3.6,6,X,AS8,Chasmor,Erik,Suodenniemi,Finland,Lieto,Finland,464.010111530641,2014-08-27
GMC,YUKON 4WD FFV,5.3,8,X,A6,Flecknell,Alvira,Tampere,Finland,Naantali,Finland,761.56047476621,2014-12-15
PORSCHE,PANAMERA 4S EXECUTIVE,3,6,Z,AM7,Purviss,Bink,Vihanti,Finland,Siuntio,Finland,214.880473821204,2014-11-22
HYUNDAI,SONATA SPORT/LIMITED,2.4,4,X,AS6,Fildery,Sawyer,Nakkila,Finland,Iitti,Finland,41.0817508662866,2014-10-17
TOYOTA,COROLLA,1.8,4,X,AV,Langlais,Jehu,Puolanka,Finland,Perniö,Finland,835.548788625459,2014-07-14
KIA,OPTIMA HYBRID EX,2.4,4,X,AM6,Marshman,Magdalen,Ingå,Finland,Nuijamaa,Finland,156.699700320143,2014-10-21
MAZDA,MAZDA3 5-DOOR,2.5,,X,AS6,Fullegar,Sergent,Järvelä,Finland,Kaavi,Finland,395.097602859387,2014-05-31
AUDI,A8L QUATTRO,4,8,Z,AS8,Rubinek,Lori,Sandsund,Finland,Kisko,Finland,936.470420486291,2014-09-23
VOLVO,S60 POLESTAR,3,6,X,AS6,Mapis,Gretal,Ekenäs,Finland,Eurajoki,Finland,674.416814245305,2014-09-26
PORSCHE,911 CARRERA 4S,3.8,6,Z,AM7,Elsop,Gusti,Enonkoski,Finland,Kitee,Finland,204.598991612524,2014-11-07
BMW,320i,2,4,Z,AS8,Bugler,Yul,Vuolijoki,Finland,Tammela,Finland,24.8909435199138,2014-07-25
SUBARU,IMPREZA WAGON AWD,2,,X,AV6,Dundendale,Gwyneth,Evijärvi,Finland,Juankoski,Finland,258.10107307942,2014-07-06
MERCEDES-BENZ,GLE 400 4MATIC,3,6,Z,AS7,Stenning,Annmaria,Vieremä,Finland,Askainen,Finland,572.164627466123,2014-11-28
LEXUS,ES 300h,2.5,4,X,AV6,Gebhardt,Enrica,Kortesjärvi,Finland,Kaarela,Finland,264.378279053442,2014-08-23
TOYOTA,RAV4,2.5,4,X,AS6,Leuren,Norah,Nagu,Finland,Kuusjoki,Finland,74.362701067777,2014-07-17
SUBARU,WRX,2,4,Z,AV8,Carnson,Algernon,Malax,Finland,Kärkölä,Finland,432.589899480138,2014-11-13
AUDI,Q3,2,4,Z,AS6,Ismail,Cherie,Kittilä,Finland,Paimio,Finland,856.380135959753,2014-01-13
FORD,F-150 (Payload Pkg),3.5,6,X,AS6,Walduck,Frants,Ristiina,Finland,Ähtäri,Finland,652.577921161875,2014-06-29
AUDI,A3 CABRIOLET QUATTRO,2,4,X,AM6,McErlaine,Walsh,Närpes,Finland,Auttoinen,Finland,452.272599768087,2014-09-20
BUICK,REGAL AWD,2,4,Z,AS6,Shiliton,Giovanni,Replot,Finland,Ruukki,Finland,444.098492901222,2014-02-05
SCION,tC,2.5,4,X,AS6,Calafate,Dolores,Rautjärvi,Finland,Karvia,Finland,188.829031146639,2014-01-19
HONDA,CR-V,2.4,4,X,AV,Vigors,Devondra,Pyhäjoki,Finland,Pielavesi,Finland,102.707294339165,2014-07-18
AUDI,A4 QUATTRO,2,4,Z,AS8,Digan,Karlik,Karhula,Finland,Kronoby,Finland,337.087139844137,2014-11-05
RAM,1500 FFV,3.6,6,X,A8,De Ferrari,Earl,Riihimäki,Finland,Jämsä,Finland,826.247470247626,2014-05-23
ASTON MARTIN,VANTAGE GT,4.7,8,Z,M6,O'Shiels,Erhard,Lappi,Finland,Ähtäri,Finland,958.208956445489,2014-07-20
FORD,EDGE (Start/Stop),2,4,X,AS6,Clewlow,Sibyl,Luhanka,Finland,Tohmajärvi,Finland,181.842469332448,2014-08-03
DODGE,CHARGER AWD,3.6,6,,A8,Kellen,Cathy,Pyhäranta,Finland,Kylmäkoski,Finland,247.697357839137,2014-04-17
FORD,EXPLORER,2.3,4,X,AS6,Ghiroldi,Cecilius,Ruukki,Finland,Vimpeli,Finland,408.596122144534,2014-11-24
INFINITI,Q50 HYBRID AWD,3.5,6,Z,AS7,Tschierse,Reina,Iniö,Finland,Keminmaa,Finland,733.215246286534,2014-02-19
FIAT,500 ABARTH HATCHBACK,1.4,4,X,A6,Burgoin,Clementine,Petäjävesi,Finland,Forssa,Finland,594.440410987755,2014-07-11
DODGE,CHARGER,3.6,6,X,A5,Tallow,Jen,Lavia,Finland,Vinkkilä,Finland,438.222671939833,2014-02-28
FORD,MUSTANG CONVERTIBLE,2.3,4,X,AS6,Kittredge,Andriana,Elimäki,Finland,Savitaipale,Finland,213.906629963891,2015-01-05
FORD,EXPEDITION EL 4X4,3.5,6,,AS6,Seely,Javier,Nokia,Finland,Rantasalmi,Finland,748.773088564761,2014-06-24
VOLVO,V60 POLESTAR,3,6,X,AS6,Zum Felde,Gloriane,Kestilä,Finland,Loimaa,Finland,795.774228956983,2014-11-12
JEEP,COMPASS,2,4,,M5,Stoddard,Maxie,Hirvensalmi,Finland,Luvia,Finland,775.083194845642,2014-10-12
JEEP,WRANGLER 4X4,3.6,6,X,M6,Riccelli,Howie,Mietoinen,Finland,Liljendal,Finland,714.259074901296,2014-10-23
MASERATI,GRANTURISMO,4.7,8,Z,AS6,Marshman,Magdalen,Pohja,Finland,Ylivieska,Finland,481.485695875534,2014-07-18
BMW,Z4 sDRIVE35is,3,6,Z,AM7,Jaslem,Morena,Vinkkilä,Finland,Pyhäselkä,Finland,911.479242618622,2014-09-10
FORD,TRANSIT CONNECT WAGON,2.5,4,X,AS6,Larrosa,Deni,Humppila,Finland,Muhos,Finland,968.485451698548,2014-12-08
TOYOTA,YARIS HATCHBACK,1.5,4,X,M5,Shiliton,Giovanni,Hausjärvi,Finland,Pyhäjoki,Finland,591.236326703967,2014-07-21
BMW,X3 xDRIVE28i,2,4,Z,AS8,Puckring,Simone,Juva,Finland,Kangasniemi,Finland,80.5569636972763,2014-10-21
PORSCHE,BOXSTER S,3.4,6,Z,M6,Faas,Odetta,Kittilä,Finland,Multia,Finland,472.078316099069,2014-04-20
CHEVROLET,EQUINOX,3.6,6,X,A6,Cass,Iseabal,Kullaa,Finland,Keuruu,Finland,737.165811926921,2014-11-28
CHEVROLET,TAHOE 4WD,5.3,8,X,A6,Hawkwood,Meredith,Koski Tl,Finland,Kyyjärvi,Finland,634.613750480558,2014-12-15
GMC,YUKON FFV,5.3,8,X,A6,Dutteridge,Sissie,Rautavaara,Finland,Luopioinen,Finland,774.271709164395,2014-10-13
FORD,C-MAX HYBRID,2,4,X,AV,Czaple,Gaston,Yli-Ii,Finland,Lemi,Finland,231.597381439581,2014-03-19
CADILLAC,XTS AWD,3.6,6,,AS6,Auden,Courtnay,Siikajoki,Finland,Pukkila,Finland,427.836194100543,2014-01-27
MERCEDES-BENZ,E 300 4MATIC,3.5,6,,AS7,Maleham,Barnaby,Kirkkonummi,Finland,Kuhmo,Finland,460.150321634945,2014-12-07
BMW,750Li xDRIVE,4.4,8,Z,AS8,Brimley,Marshall,Vuores,Finland,Kaarela,Finland,401.783484708417,2014-07-12
BMW,M235i CABRIOLET,3,6,Z,AS8,Champagne,Konstanze,Leppävirta,Finland,Jyväskylä,Finland,360.18361214337,2014-10-23
BUICK,VERANO,2,4,Z,AS6,Welch,Darius,Hämeenkyrö,Finland,Liminka,Finland,673.066794544518,2014-08-20
BMW,M2,3,6,Z,AM7,Ubsdell,Ezechiel,Paltamo,Finland,Taipalsaari,Finland,163.193003858684,2014-05-02
RAM,1500 ECODIESEL HFE,3,6,D,A8,Duplain,Nefen,Iniö,Finland,Merijärvi,Finland,223.320709136289,2014-02-25
CHEVROLET,SILVERADO eASSIST 4WD,5.3,8,X,A8,Brimmicombe,Gayelord,Simo,Finland,Merijärvi,Finland,547.81964805802,2014-05-11
MINI,COOPER 5 DOOR,1.5,3,,M6,Lanphier,Garv,Oulainen,Finland,Västanfjärd,Finland,627.734786016397,2014-02-09
GMC,CANYON,2.8,4,,A6,Jellis,Ethelred,Lappeenranta,Finland,Perniö,Finland,762.007935790638,2014-05-27
BMW,X3 xDRIVE28i,2,4,Z,AS8,Hayesman,Loralie,Kemijärvi,Finland,Luumäki,Finland,952.453017162085,2014-11-13
CHEVROLET,COLORADO 4WD,2.5,,X,A6,Braiden,Yard,Kauhava,Finland,Hartola,Finland,198.732918300404,2014-01-12
CHEVROLET,CORVETTE Z06,6.2,8,Z,AS8,Abbyss,Enrika,Taivalkoski,Finland,Pielavesi,Finland,89.7051947137228,2014-03-17
LEXUS,RC F,5,8,Z,AS8,Leslie,Veronike,Kaavi,Finland,Replot,Finland,562.297900907399,2014-09-03
FORD,TAURUS FFV AWD,3.5,6,E,AS6,Clinch,Agosto,Auttoinen,Finland,Kirkkonummi,Finland,110.862859511883,2014-02-27
KIA,SORENTO AWD,2.4,4,X,AS6,Kellen,Cathy,Muhos,Finland,Haapavesi,Finland,555.999774214438,2014-06-03
MERCEDES-BENZ,E 400 4MATIC COUPE,3,6,Z,AS7,Sousa,Viki,Juupajoki,Finland,Gumböle,Finland,690.754554748345,2014-08-03
MINI,COOPER S COUNTRYMAN ALL4,1.6,4,Z,M6,Inglese,Lizbeth,Vuores,Finland,Tuupovaara,Finland,209.638534944407,2014-12-21
LEXUS,ES 350,3.5,6,X,AS6,Kinsett,Vita,Kiikoinen,Finland,Parkano,Finland,923.869051981299,2014-11-18
HYUNDAI,SANTA FE SPORT AWD,2.4,,X,AS6,Kitchiner,Erda,Humppila,Finland,Ristiina,Finland,598.335141666492,2014-02-06
MERCEDES-BENZ,S 600,6,12,Z,AS7,Samudio,Bernard,Puumala,Finland,Viitasaari,Finland,285.188521499258,2014-04-07
CHEVROLET,EQUINOX,3.6,6,X,A6,Spreadbury,Halette,Oulainen,Finland,Pernå,Finland,835.073568165289,2014-08-04
FORD,ESCAPE AWD,2,4,X,AS6,Lehrer,Sharlene,Kortesjärvi,Finland,Saarijärvi,Finland,914.100735741243,2014-12-25
GMC,SIERRA 4WD FFV,4.3,6,E,A6,Aspinwall,Vina,Multia,Finland,Pertunmaa,Finland,174.460043828969,2014-02-24
VOLKSWAGEN,TIGUAN,2,4,Z,M6,Purviss,Bink,Munkkiniemi,Finland,Paimio,Finland,503.055461437334,2014-02-05
MERCEDES-BENZ,AMG SL 63,5.5,8,Z,AS7,Kinsett,Vita,Kaskinen,Finland,Koria,Finland,64.4849185957419,2014-09-15
FORD,FUSION,1.5,4,X,AS6,Kleinstub,Jyoti,Kaarina,Finland,Piippola,Finland,487.198635259674,2014-12-10
ACURA,RLX,3.5,6,Z,AS6,Nani,Don,Kivijärvi,Finland,Salla,Finland,566.196944479511,2014-10-25
CHEVROLET,TAHOE 4WD,5.3,8,X,A6,Dewbury,Johnny,Eura,Finland,Otaniemi,Finland,149.85818860324,2014-05-12
CHEVROLET,CRUZE,1.4,4,X,M6,Trytsman,Geralda,Ylikiiminki,Finland,Muhos,Finland,806.354459418376,2014-08-01
GMC,YUKON XL 4WD,5.3,8,,A6,Longstreeth,Rosalinda,Isojoki,Finland,Lumijoki,Finland,278.827146935669,2014-03-05
CHEVROLET,CAMARO SS,6.2,8,Z,M6,Moakes,Malvina,Tarvasjoki,Finland,Kotka,Finland,434.126730251517,2014-09-22
PORSCHE,911 CARRERA GTS CABRIOLET,3.8,6,Z,AM7,Culshaw,Casi,Urjala,Finland,Pornainen,Finland,93.3795494139318,2014-02-27
VOLKSWAGEN,JETTA,2,4,X,AM6,Scrine,Cobby,Viiala,Finland,Rääkkylä,Finland,285.043591586248,2014-05-30
PORSCHE,911 CARRERA 4S CABRIOLET,3.8,6,Z,AM7,Davidi,Frannie,Ylämaa,Finland,Kullaa,Finland,3.84222342690066,2014-04-03
